,EPP,ECR,ID,Greens/EFA,RE,S&D,NI,GUE/NGL,
0,0.11440677966101695,0.0,1.0,0.0,0.0,0.0,0.1504237288135593,0.0,0.0
1,0.0,0.07953063885267275,1.0,0.0,0.4152542372881356,0.0,0.04106910039113429,0.0,0.0
2,0.009887640449438202,1.0,0.0,0.005157944628767391,0.02231139646869984,0.01436728679314791,0.2985553772070626,0.005102183065213149,0.0
3,0.003418803418803419,0.002922217447357112,1.0,0.005553341304636642,0.006470487007399759,0.006373626373626374,0.004426002766251729,0.0033126293995859213,0.0
4,0.7070088587806148,0.6313765894355933,0.3930289580682206,0.5202333511359435,0.8117509119332985,1.0,0.7371775205689582,0.5648174573554916,0.0
5,0.4791666666666667,1.0,0.6604938271604938,0.008180871634686896,0.011051373954599762,0.014917695473251029,0.5324074074074074,0.00825524319500223,0.0
6,0.006035989587917961,0.00364963503649635,1.0,0.005416284095230146,0.009988747853208834,0.007428012931358545,0.08480565371024736,0.0,0.0
7,0.0020119449329087657,0.12185534591194969,1.0,0.0020371029626992604,0.002809487194653102,0.0034100257410503414,0.0021917286068229465,0.0019499331451493093,0.0
8,0.024422268907563025,1.0,0.0,0.018316935315051287,0.026075135936727632,0.021113973227481944,0.7352941176470588,0.012325595321263896,0.0
9,0.867580732455349,0.5692431561996779,0.5355529974320374,0.608695652173913,1.0,0.9130434782608695,0.5002312673450509,0.5982008995502248,0.0
10,0.8723927353477674,0.9015252032947543,0.674912310663286,0.7520030750987712,0.9241709589675328,1.0,0.8901449131019371,0.776254121278506,0.0
11,1.0,0.4716521693071871,0.6292431330214706,0.7133114079981486,0.8413214181157299,0.8231476094895513,0.9004491386046105,0.594425654447401,0.0
12,0.9757426481564414,0.7319915082238712,0.6363800776026481,0.8143905523190174,0.9808788780080647,0.8274779521881414,1.0,0.7395004305245962,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
14,0.00228310502283105,0.0019124569980083289,1.0,0.0023969004465458368,0.002422450461666148,0.0027848524607033518,0.0017786401487589942,0.0023557285191791433,0.0
15,1.0,0.863073904088484,0.5265145344480429,0.8034374580509802,0.9463577871900158,0.9897387856473716,0.9098361100264655,0.7859228293686342,0.0
16,0.9247171877374629,0.5645565123727347,0.27234165622288636,0.49482167548948214,0.6564523281596452,0.7506513117254016,1.0,0.5525672371638142,0.0
17,0.9929335845836593,0.5853454439100481,0.3687004618361106,0.8998701071615917,1.0,0.9696456781764838,0.8772266131886279,0.8272044666923373,0.0
18,0.8837434495329233,0.37034427836314626,0.382104722938971,0.6712200643393303,1.0,0.9779157530780908,0.6212508989381954,0.6420426842781791,0.0
19,1.0,0.7141259105098856,0.4769887165021156,0.7289393939393939,0.7815206812652068,0.7457672955974842,0.9097712833545107,0.7012017804154302,0.0
20,0.1047750117589673,1.0,0.636100992337646,0.1300969887777383,0.16882301218439894,0.16937702564920454,0.08040630481835295,0.11270357500587384,0.0
21,1.0,0.7016421078921079,0.5753120999407161,0.748443674552049,0.879263408446288,0.9429410530732117,0.7426247222165591,0.6941622112178666,0.0
22,1.0,0.8208425720620843,0.3656907308377897,0.6030816245596846,0.7622773602388553,0.8019423147133992,0.5805268963727208,0.5800607400460017,0.0
23,1.0,0.8320693310612665,0.5999452408775059,0.7546177193236017,0.8497217068645639,0.8262330937564581,0.8929191838652671,0.7083531946146434,0.0
24,0.9880097287610053,0.6269134458356016,0.45854651882219394,0.709609746025191,1.0,0.8874479955751148,0.45271771727480997,0.7427715996578272,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.778017599203055,0.5586283968256214,0.3536443632741159,0.5404956675087839,1.0,0.872652138053007,0.47467017766835495,0.6743530331369867,0.0
27,0.0015625,0.0012871499529695208,1.0,0.0010715621826732937,0.0017686593562079944,0.0023306423306423307,0.037569573283858994,0.001276364912728549,0.0
28,0.8150661511349588,0.7058082254553787,0.7110596645140328,0.7396195707456007,1.0,0.9336059732936766,0.7686857096845623,0.7581333008407456,0.0
29,0.00839620092690733,0.005081780838428687,1.0,0.006069516404204635,0.009077992297850727,0.0070375335120643435,0.004397002143675608,0.007094526818770403,0.0
30,0.9142053445850913,0.9144072301967038,0.6384600724223366,0.823657132068347,0.9608277900960828,1.0,0.49314541608285933,0.621107145356568,0.0
31,0.9780916259107696,1.0,0.8167645038586527,0.8457510604066112,0.9266279765632611,0.9851605758582502,0.7690530475756194,0.7638112059660485,0.0
32,1.0,0.8258329324995992,0.4661986962380276,0.6458769390633119,0.7642924976258311,0.7969797501858197,0.7429796796426468,0.6329527343657081,0.0
33,1.0,0.6255569623923528,0.3359777260765094,0.5866142090007904,0.8208420210790894,0.7696896168233748,0.636345541401274,0.5933121019108281,0.0
34,0.9398327464788733,0.66255250803064,0.5255776230416206,0.6233560302210615,0.7195711582930419,1.0,0.4872838516245991,0.6240940790373308,0.0
35,0.9366814000162414,0.7468377893441286,0.4653966322891033,0.7916550893766788,1.0,0.8796167659740876,0.6182222299801591,0.8043376756781996,0.0
36,0.6860551025616914,0.7280662899862796,0.41348404122890003,0.7216200677157641,0.9606373160187178,1.0,0.42422954819990166,0.42033824092824695,0.0
37,0.01153803069340204,0.013490179149579106,0.008581389112362564,0.008403896351944993,0.0471976401179941,1.0,0.009126106194690266,0.009126106194690266,0.0
38,0.9818181818181818,0.8769230769230768,0.0,0.8999999999999999,0.8639999999999999,1.0,0.0,0.8888888888888888,0.0
