,EPP,ECR,ID,Greens/EFA,RE,S&D,NI,GUE/NGL,
0,0.0,0.0,-4.152792143542374e-18,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.2614214747037021,1.0,0.0,0.0,0.0
3,0.001549134821612194,0.06329832608994665,0.0,0.24663357566783528,1.0,8.425494493885484e-16,0.3533065196043828,9.204010302532636e-18,0.0
4,6.329416077234099e-16,0.08099177669447373,0.0,0.19504828044455802,0.22154268299841298,1.0,0.1940060172162949,0.014003847710778712,0.0
5,0.0,0.0,0.0,0.0,1.0,-3.384390061021224e-15,0.0,0.0,0.0
6,0.7318596864999641,1.788910203407183e-16,0.0,0.001034513346880009,1.0,0.3076651937433723,0.017674732201027325,0.0,0.0
7,0.8741450393253553,0.0012423733792493417,0.0,0.06911288762012749,1.0,0.5240632229566171,0.5692166919769632,3.5387769629605704e-05,0.0
8,1.0,0.0,0.0,0.05089136157613162,0.5127736328127331,0.23888473020464718,0.0,0.05554018513730304,0.0
9,0.979234486642621,0.024539970660809235,0.0,0.002696690596045465,1.0,0.5213949613877898,0.014583627492095675,0.0683772756312239,0.0
10,0.6876971836926916,0.15958009815189889,0.17542482741403162,0.11776357140096841,0.5737688213347882,1.0,0.6681096274901697,0.020168233853401614,0.0
11,0.8375195557056095,0.0,0.07872150624023978,0.06729354211089904,0.2808188634618481,1.0,0.5816080885323394,0.1146733058158988,0.0
12,0.036002698586997485,0.054536303602474384,0.03466244823995615,0.23848607769225863,1.0,0.2284807650062176,0.12847683900819604,0.0003914579839626377,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.387608490579818,0.016175514173170563,0.00018661785954353921,0.05882007325584298,0.31777969718673305,1.0,0.10232538371692113,0.6307397544145652,0.0
15,0.291312226161112,1.0,0.025783382545509957,0.05079619947647744,0.5063380173405977,0.7621028791295693,0.3942531807579381,0.02403678767750998,0.0
16,1.0,0.5954998692625025,0.1639332797092637,0.0,0.2089133006455904,0.13656159217645214,0.26061305181069927,0.0,0.0
17,1.0,0.21926584901893698,-3.0376217828935565e-16,0.5057254689644256,0.189308019378264,0.3408169167905508,0.09244709847683706,0.018532916133656284,0.0
18,0.8262506487290564,0.0,6.483668454781581e-17,0.003789862679894629,1.0,0.01910097402496095,0.0872719043415729,0.05817994238074737,0.0
19,1.0,0.38999089352430283,0.050965203551311476,0.3836462102556478,0.5360369787505548,0.3037278460316381,0.21048530267910118,0.4153813247440312,0.0
20,0.09309930610283547,0.021546876268077657,0.008714047259166111,0.0734175006405581,1.0,0.3568317837619485,0.12685595980926387,0.454261789299629,0.0
21,1.0,0.015818761283434735,-6.536817444381022e-16,0.018787825510203755,0.30854542235776566,0.2815762060332126,0.1199086422929343,0.00664040510586803,0.0
22,0.07182641642864321,1.0,0.04832085939558274,0.0,0.12251014022769054,0.3306534073933372,0.0224884336625653,0.11123108910237803,0.0
23,1.0,0.1954687843709959,0.06663068191260868,0.21176440472220467,0.6630465102943994,0.6090975169067768,0.07309743099405185,0.022527735983792464,0.0
24,0.18453936665341636,0.45601382377926164,0.036798501171722266,0.018496963710234182,0.6124701292982375,1.0,0.031469345225918495,0.06508239988484343,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.8779133251771922,0.0,0.0,0.0,0.3568600218390366,1.0,0.0,0.03878568367927964,0.0
27,0.24194479142161496,0.02882564181767343,0.0,0.0,1.0,0.7462952775996319,0.005608388640455745,0.0,0.0
28,0.17970950689805312,0.0,0.17587796329665814,0.26657065727183177,1.0,0.5501954018965791,0.0,0.0,0.0
29,0.10187494206875837,0.03105726205737999,0.0005399166711594041,0.0040770044414413205,1.0,0.8477312025150038,0.0,0.333048574531463,0.0
30,0.2059480193045161,0.009847104209120678,0.06880513393216735,1.0,0.2060396185815058,0.7553951872675522,0.0,0.0,0.0
31,0.38111874462854034,1.0,0.01797497998026083,0.01027550489682763,0.39339308468565903,0.6136410667304933,0.0,-3.189282583483988e-16,0.0
32,1.0,0.3319564905285483,0.0029562492013414806,0.059743474164796896,0.45143799837606263,0.10572136507711144,0.10895616364667324,0.10099672502718603,0.0
33,1.0,0.12464432565087835,-7.180796495635e-17,0.22023486195932843,0.5729614185985975,0.38403559586785097,0.007291767944184663,0.005378285773672845,0.0
34,1.0,0.4203517561479446,0.0,0.31364406864241795,0.3156355306985768,0.6571427387344653,0.0,0.0,0.0
35,0.07632771208858115,0.057647993891620404,0.004470530644086061,0.1224266681459843,1.0,0.306872118191059,0.0027285688052976122,0.013344037612398012,0.0
36,0.3955325496292641,0.04714645965676207,0.0052989875937989464,0.019452517526673513,1.0,0.2502054705357385,0.054845629969071205,0.0,0.0
37,0.02015139878124413,1.0,0.0,0.0,0.4582469258262484,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
