,EPP,ECR,ID,Greens/EFA,RE,S&D,NI,GUE/NGL,
0,0.07602339181286549,0.2,0.34065934065934067,0.0,0.2,0.12121212121212122,0.0,1.0,0
1,0.15151515151515152,0.14285714285714285,0.5,0.0,0.26900584795321636,0.05454545454545454,0.0,0.16666666666666666,0
2,0.0475609756097561,0.1323529411764706,0.10833333333333334,0.022222222222222223,0.10779220779220779,0.14439946018893388,0.027777777777777776,0.19696969696969696,0
3,0.0636734693877551,0.08947368421052632,0.18226600985221675,0.047619047619047616,0.1873015873015873,0.15755102040816327,0.058333333333333334,0.058333333333333334,0
4,0.03145795523290986,0.12318840579710146,0.0735930735930736,0.047619047619047616,0.15538847117794485,0.13615023474178403,0.09090909090909091,0.13071895424836602,0
5,0.016129032258064516,0.039525691699604744,0.06,0.07017543859649122,0.10761705101327743,0.075,0.027777777777777776,0.051470588235294115,0
6,0.02810810810810811,0.09475806451612903,0.10887096774193548,0.04743083003952569,0.0904283447911158,0.11237928007023705,0.05714285714285714,0.0784313725490196,0
7,0.07660738714090287,0.07816091954022988,0.13852813852813853,0.03225806451612903,0.1441077441077441,0.12870996179841315,0.026143790849673203,0.11333333333333333,0
8,0.0502283105022831,0.1,0.1330049261083744,0.02197802197802198,0.12145390070921985,0.11279953243717125,0.054945054945054944,0.13636363636363635,0
9,0.06441947565543071,0.03333333333333333,0.12258064516129032,0.023715415019762844,0.14685314685314685,0.07928913192071087,0.06666666666666667,0.06666666666666667,0
10,0.061274876552446504,0.07542087542087542,0.07922077922077922,0.02588235294117647,0.23094904160822816,0.1628381279519107,0.08266129032258064,0.09957325746799431,0
11,0.08993783993783994,0.02854122621564482,0.13062409288824384,0.02748414376321353,0.20146520146520147,0.12965722801788376,0.06436781609195402,0.1361344537815126,0
12,0.06865671641791045,0.03076923076923077,0.11688311688311688,0.019230769230769232,0.20468468468468468,0.12162534435261708,0.1,0.09462365591397849,0
13,0.0,0.16666666666666666,1.0,0.06666666666666667,0.47368421052631576,0.15555555555555556,0.26666666666666666,0.16666666666666666,0
14,0.07454905640704827,0.14479638009049775,0.15555555555555556,0.04875886524822695,0.20664118490205446,0.12673015873015872,0.14623655913978495,0.1365079365079365,0
15,0.07309994558316706,0.05647058823529412,0.10707070707070707,0.025252525252525252,0.15456282847587197,0.11395441823270691,0.043076923076923075,0.10685483870967742,0
16,0.0542432195975503,0.06219512195121951,0.0889894419306184,0.008602150537634409,0.1391279403327596,0.12219227313566937,0.021538461538461538,0.07692307692307693,0
17,0.10672202895297947,0.07936507936507936,0.09302325581395349,0.05238095238095238,0.2189873417721519,0.1124956732433368,0.03896103896103896,0.10574712643678161,0
18,0.08333333333333333,0.06747638326585695,0.13742071881606766,0.08262108262108261,0.11677018633540373,0.0965270684371808,0.015151515151515152,0.07352941176470588,0
19,0.05403050108932462,0.11137254901960784,0.11796733212341198,0.07641196013289037,0.19090635350797952,0.15443560271146478,0.027586206896551724,0.11428571428571428,0
20,0.05272438723329219,0.07342995169082125,0.08637873754152824,0.05405405405405406,0.13240740740740742,0.09434889434889435,0.014705882352941176,0.12473118279569892,0
21,0.08053221288515407,0.08078231292517007,0.09803921568627451,0.025604551920341393,0.1359781121751026,0.0969846587903368,0.08791208791208792,0.0735632183908046,0
22,0.0649480131035465,0.09747899159663866,0.14857142857142858,0.0367816091954023,0.20454545454545456,0.07737260402057036,0.02197802197802198,0.20105820105820105,0
23,0.06721348826611985,0.04862745098039216,0.12066365007541478,0.04154589371980676,0.1581140350877193,0.118732782369146,0.18947368421052632,0.12222222222222222,0
24,0.08252512784341386,0.02462121212121212,0.10953058321479374,0.10252100840336134,0.13362952836637046,0.15125391849529782,0.0,0.06236559139784946,0
25,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0
26,0.07355486327448944,0.043560606060606064,0.0990990990990991,0.019943019943019943,0.11315315315315315,0.11419753086419752,0.01098901098901099,0.06461538461538462,0
27,0.06808633927277995,0.04285714285714286,0.09024390243902439,0.016666666666666666,0.14947368421052631,0.11553420269961108,0.01904761904761905,0.14153846153846153,0
28,0.0317907444668008,0.025974025974025976,0.09103840682788052,0.039886039886039885,0.1259920634920635,0.09657009657009658,0.0,0.08187134502923976,0
29,0.06513409961685823,0.041379310344827586,0.10175763182238667,0.0106951871657754,0.13432835820895522,0.12162937464142283,0.017543859649122806,0.12473118279569892,0
30,0.0358337314859054,0.0570409982174688,0.11074197120708748,0.014778325123152709,0.13053613053613053,0.10555555555555556,0.017543859649122806,0.10276679841897234,0
31,0.10856397353461933,0.12858141160027953,0.13169398907103824,0.036734693877551024,0.18485958485958487,0.13480558189947162,0.028985507246376812,0.17354196301564723,0
32,0.07336934612593728,0.11450980392156863,0.08874912648497554,0.03382663847780127,0.17655677655677657,0.10057142857142858,0.050724637681159424,0.049910873440285206,0
33,0.058502799882110226,0.04187192118226601,0.0975177304964539,0.027586206896551724,0.13661606812291743,0.1098989898989899,0.0,0.052307692307692305,0
34,0.060781786941580755,0.052873563218390804,0.1268939393939394,0.04946236559139785,0.08413461538461539,0.07063063063063063,0.025,0.04743083003952569,0
35,0.07765064836003051,0.07557354925775979,0.13086770981507823,0.07661290322580645,0.2247585601404741,0.12822164948453607,0.026143790849673203,0.1330049261083744,0
36,0.09977116704805492,0.03218390804597701,0.12100840336134454,0.021164021164021163,0.11502347417840375,0.08114248620577734,0.09558823529411764,0.08571428571428572,0
37,0.03361344537815126,0.10256410256410256,0.2,0.0,0.140534262485482,0.10666666666666667,0.0,0.06666666666666667,0
38,1.0,0.3333333333333333,0.0,0.0,1.0,0.6190476190476191,0.0,1.0,0
