,Czechia,Poland,France,Netherlands,Slovakia,Romania,Spain,Croatia,Greece,Portugal,Italy,United Kingdom,Belgium,Germany,Finland,Bulgaria,Ireland,Hungary,Sweden,Malta,Austria,Slovenia,Latvia,Cyprus,Luxembourg,Lithuania,Estonia,Denmark,
0,0.10493827160493827,0.3101851851851852,0.06150793650793651,0.4861111111111111,0.2465277777777778,0.4652777777777778,0.0,0.0,0.4930555555555556,0.0,0.0941358024691358,0.0,0.0,0.0625,0.25,0.12152777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.125,0.0,0.06277056277056278,0.07692307692307691,0.06666666666666667,0.10774410774410774,0.11931818181818182,0.0,0.0,0.0,0.04015151515151515,0.05303030303030303,0.07692307692307691,0.030303030303030304,0.0,0.5075757575757576,1.0,0.0,0.0,0.2537878787878788,0.2537878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.08685661764705882,0.03928072625698324,0.11586334745762712,0.1247373949579832,0.0,0.04981489547038327,0.1266891891891892,0.0,0.04092261904761905,0.042119565217391304,0.04359879032258065,0.10068221830985916,0.09548611111111112,0.87890625,0.05253702090592335,0.048193993506493504,0.03205128205128205,0.06459686147186147,0.07572115384615384,0.04295762108262108,0.0,0.10714285714285714,0.05181486254295532,1.0,0.08287292817679558,0.043227665706051875,0.049927566225165566,0.04555324773413897,0.0
3,0.013624787112701363,0.016037090522155507,0.023916292974588936,0.011795080853376818,0.020754584086586998,0.015935959678315976,0.02236749689340321,0.0,0.016840621144770595,0.011640673571702582,0.014130136359476526,0.01862054238735853,0.02760550838024361,0.023875893831050782,0.013201320132013201,0.01579332892644668,0.013257945018522128,0.013499789065795848,0.027158466494031454,0.012828885309184844,0.012510353888777812,0.01942469648911736,0.0,1.0,0.016726268187924543,0.01738892043785615,0.014561580593384409,0.013437713764535987,0.0
4,0.49569620253164554,0.7711340206185566,0.7760885608856088,0.8507749077490774,0.6951479289940828,0.6581303116147308,1.0,0.521409691629956,0.502051282051282,0.6369060773480663,0.7753846153846153,0.8257971014492752,0.681290322580645,0.8327969348659003,0.5800995024875621,0.5637825059101654,0.517533039647577,0.5401379310344827,0.9040624999999999,0.0,0.5327354260089685,0.6169072164948453,0.36959999999999993,0.5173101952277657,0.5407709750566894,0.5910776942355889,0.4655813953488372,0.49995807127882597,0.0
5,0.004238217025940811,0.0033171163202122956,0.005252100840336135,0.004630007342742922,0.005948162397489116,0.006157179853073304,0.009243697478991597,0.0030987394957983196,0.0034550405528064885,0.005684626791893228,0.0030860620110113013,0.005190311418685122,0.0039615846338535415,0.005056673832323627,0.005331164723954097,0.0033875141752202614,0.00372240150813177,0.006208852967938767,0.0032711071005583443,0.004908894250769615,0.003738377480269674,0.003784719994868176,1.0,0.003816793893129771,0.00411486908813112,0.0022587622748415997,0.1991596638655462,0.006526610644257702,0.0
6,0.6065017843509756,0.5473265591560925,0.8077861490200283,1.0,0.5369309014919869,0.6890687597089363,0.863364238410596,0.5608140849620417,0.2622950819672131,0.6127267492081774,0.6389531636479694,0.5185340565161367,0.7053183277129971,0.968068899045487,0.616779402911074,0.40986412626459373,0.5133715306198378,0.6351646301650965,0.5984792739759627,0.5137538901753713,0.7981851096496253,0.5474613686534217,0.3323854419146134,0.4003758106281079,0.7120529801324502,0.4622755444664162,0.46431788079470193,0.48768603951108186,0.0
7,0.08507628420620313,0.06515117469353107,0.09733632063729152,0.08491508491508491,0.0869343550604848,0.09022432463615236,0.08919322124813517,0.05745633176692683,0.07515736410076694,0.0670611439842209,0.06439553365848827,0.0,0.07813403054905738,0.08492579299641091,0.06613707310254857,0.08076707122187189,0.054883102364936494,0.09344741796664874,0.09318269440300384,0.0633633799701377,0.06949593655626211,0.08085841284221851,1.0,0.05904680691756533,0.056973795435333895,0.054824102437260984,0.04978038067349927,0.06753151272960121,0.0
8,0.019614071309457633,0.01723613813229572,0.023331620292195876,0.028737716810657524,0.0332162854702477,0.03404669260700389,0.02792401007095445,0.021305292306223293,0.02251621271076524,0.02341293108043281,0.01821148601618038,0.0,0.033421680858662754,0.028317249181508082,0.017968097459612524,0.026501209380586813,0.016304049980818764,0.021334521930828444,0.021668054847652315,0.011326860841423947,0.02343894756346118,0.02756420233463035,1.0,0.02322918157802272,0.0,0.019488135035896314,0.012823425828623362,0.01688320253248038,0.0
9,0.6850400874635568,0.5892742966751918,0.7497814685314685,0.7133320433436533,0.7146084337349399,0.9397018970189703,1.0,0.5411974474474475,0.4182291666666667,0.6036297250859106,0.5968633612662942,0.0,0.7228652263374487,0.9226813110181311,0.6490849447513812,0.743730407523511,0.5009994669509594,0.5961055276381909,0.7993458475540388,0.29961554447215294,0.5976070528967254,0.6894740038872692,0.0,0.4325805008944544,0.4651092233009709,0.4816982071713148,0.4422974006116208,0.5617329770387965,0.0
10,0.6609782263191354,0.8137305255949324,0.9387514904814769,0.8063472563472563,0.7292174619760826,0.8432448779985585,0.9860414550533266,0.6026161338661339,0.6745961626993798,0.7750414360321481,0.923227090422946,0.0,0.8331932737975783,1.0,0.7334325918140947,0.7776643488270799,0.5981090314913844,0.7731769130150424,0.7938849381766929,0.640315519895037,0.7416725910127671,0.6861655950733838,0.7004862723954877,0.6142323797076193,0.7133756395120031,0.6924533799533799,0.687316879628876,0.6833234902791355,0.0
11,0.6174150973764688,0.6152170288445507,0.9272059342988344,0.7701101276940747,0.7118191287298572,0.7366047471620226,0.8322765858928848,0.6205864509605662,0.4878488787917035,0.7123693531349033,0.8598552631578948,0.0,0.7730419041233657,1.0,0.7213935548090084,0.7178176847076368,0.6071420374524021,0.750969597907813,0.7657196087564043,0.549666432748538,0.7265463659147869,0.6662120088954782,0.4693397129186603,0.5046778844084865,0.6428011817485503,0.5635996326905418,0.4753072535296735,0.6914248162972698,0.0
12,0.5920381966337291,0.6122250254503608,0.8989678411358656,0.7475008061915511,0.639783212491288,0.7358302237373504,0.8108394870078545,0.5004653369220223,0.5123820926297761,0.6483896683245518,0.8134480540015921,0.0,0.801850555791037,1.0,0.6058358496281747,0.5857336343115125,0.5963230767373644,0.7111981988032905,0.7374208111847375,0.617739481508736,0.6931097495431581,0.6474914439670867,0.6011869766451579,0.5146726862302483,0.5979823552344694,0.5654150637459066,0.5985330919738351,0.7175831103596341,0.0
13,0.03786057692307692,0.984375,0.03977272727272727,0.03459821428571429,0.039375,0.060546875,0.0576171875,0.0,1.0,0.984375,0.28125,0.0,0.0546875,0.025892857142857145,0.03459821428571429,0.0,0.037259615384615384,0.04,0.039375,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.5574407383789721,0.7072888015717093,0.818844016105896,0.8204056933011697,0.6915611584079168,0.7122203271515649,1.0,0.5942491143589475,0.6915611584079168,0.7300278161411426,0.7395422927839431,0.0,0.6487247020873191,0.8342111169527535,0.5610411651309297,0.675914978353439,0.6523022280179477,0.6790889706165606,0.7781826852797404,0.5536644156329706,0.6475749217665091,0.7131793014986443,0.6568306431937543,0.6175053125375888,0.6689511277622942,0.5757899203490361,0.47752005404691833,0.623866634881752,0.0
15,0.6700265839610101,0.6926640926640927,1.0,0.7699800038702187,0.6798786428034626,0.7537432903286562,0.8660198660198659,0.5674289674289674,0.6454128318701429,0.7170459933617828,0.8408657620275878,0.0,0.8093390420123093,0.9933451038978677,0.6484893537938724,0.7356551182054538,0.5933408877209055,0.7184091986723565,0.7809167928357439,0.4781704781704782,0.7548262548262548,0.7219700740827502,0.5520947625338678,0.5725742895554216,0.6668642720487188,0.6364362455878185,0.6520336383350082,0.5910135740037262,0.0
16,0.5744848849451045,0.7202444466000582,0.8582521878466659,0.5824016683079419,0.5902788417343344,0.5716289206860609,1.0,0.5005163289015103,0.6224650880388586,0.6466608699340445,0.9045245901639344,0.0,0.5719323254679821,0.8895715136507539,0.5980981272971239,0.6175065029338819,0.4241239284102873,0.5284291346752438,0.608772707133363,0.3676361713379165,0.775215337593776,0.5467881516921129,0.560580158715877,0.5415560759823055,0.4971771291483407,0.3774490203918433,0.387828430271727,0.45685234043814665,0.0
17,0.5050653603415349,0.7240839531170904,0.8414330141783186,0.8358187630596681,0.6017502518065748,0.6077691070737812,1.0,0.5155907058214678,0.6729842720653048,0.608588202905417,0.7192463683810816,0.0,0.6465151001017984,0.8943281265566584,0.5735088745389656,0.6516196919997395,0.5361463648533662,0.6247227184389784,0.7140797512525833,0.4832428871127139,0.5387625834181653,0.5398189427840262,0.3928987300132992,0.5214785483519528,0.6047885736700049,0.5297156989984573,0.5138242280285036,0.7300079176563737,0.0
18,0.6971555847664951,0.6155083798882681,0.7828867554330733,0.8113699358044549,0.7259473191941151,1.0,0.8546544473039984,0.6131680941166532,0.4504712236339157,0.8554994893974891,0.651891600509654,0.0,0.6271793699020984,0.8437138622408261,0.4431228439722807,0.7217389674177946,0.5995673230826424,0.7086850589422391,0.5674480013399938,0.6411545623836127,0.6366442759599183,0.7302293907714037,0.501516605545464,0.4269317274903867,0.48428822524611537,0.3953915680963029,0.5155080636660694,0.5908742095892935,0.0
19,0.7648672904896422,0.7724093344965104,0.9751653575857793,0.8668593557077113,0.7767309248041673,0.7828693942097155,0.9872143853250376,0.7357804601546238,0.6691543238153408,0.918420334235389,0.9625942745924905,0.0,0.7307906510479514,1.0,0.7438259357935113,0.7755048369971294,0.6718443914487693,0.7379220791463208,0.7342211238390672,0.5915354330708662,0.8312519987208187,0.7742280342879407,0.5074144607376373,0.5993354306529789,0.6870165365971053,0.5234917349959396,0.5028940646508878,0.6490147276616752,0.0
20,0.5019312583967757,0.5579434993924666,0.7454342532467533,0.628605998474156,0.48237099198396793,0.9488053065355696,0.7743064137419674,0.42619204673954014,0.5559585813492063,1.0,0.7888202211489578,0.0,0.6981491136600625,0.7309739985521235,0.6376428571428572,0.5643684056271981,0.7394873271889402,0.8050271739130436,0.6509878678620152,0.636474609375,0.4986145320197044,0.7691751700680272,0.42543394105894106,0.6158515963203464,0.8813763935701322,0.48598267431972786,0.44625294079205335,0.6211693548387096,0.0
21,0.6662671549968109,0.7821170921198668,1.0,0.7309324450731218,0.7656227833735282,0.9034915681278095,0.9845987724482838,0.5008458560673027,0.6870787466458197,0.6678498038483094,0.951109018283376,0.0,0.8520625231224566,0.9346610761705102,0.6964373674854903,0.7842965097972728,0.6404775943396227,0.5755813953488372,0.7515859824898169,0.5648584905660378,0.7354766633565045,0.6039199897516608,0.60023927377669,0.4129695172104384,0.6645394006659268,0.47943236081993945,0.6182530742513846,0.5864599146967396,0.0
22,0.618719806763285,0.6497058823529412,0.8229166666666667,0.8092338709677419,0.5802305961754781,0.5733352468427095,0.6619490358126722,0.2742281527995814,0.3931730769230769,0.4788679245283019,0.7987585616438356,0.0,0.7662274096385542,1.0,0.7098620689655173,0.5518370607028754,0.46914700544464605,0.4840167753960858,0.7132167832167832,0.35795765027322407,0.6564413265306123,0.4578056288478452,0.5035714285714286,0.3581335616438356,0.46005291005291005,0.47427272727272723,0.47490917347865574,0.5186616161616162,0.0
23,0.6878120883150514,0.7721536855337873,0.9850071672536146,0.7505554382684401,0.6497984944917583,0.6871854353117737,0.8356996234216939,0.5167698538311144,0.6960155848643144,0.6876733617036656,0.874142376436656,0.0,0.7481671893977455,1.0,0.7361687960181846,0.6731485430617908,0.6049034040811185,0.5450685860877308,0.685048654216247,0.5890261696765269,0.6459573211253047,0.6339496644707482,0.5813096696370964,0.5129566792950091,0.6089417602066352,0.536773848172964,0.5117756585445217,0.7171296859074461,0.0
24,0.6918322884709439,0.780939768027286,0.9459188951359921,0.8487004363498387,0.8430451484268756,0.9015302963290579,0.9642101444894505,0.5818997756170531,0.711562530085684,0.8130679752817158,0.720748716153128,0.0,0.6637629097440503,1.0,0.48481595281284323,0.5821932994833818,0.7978754343267362,0.6036970191633425,0.6620993435542156,0.6938718883779927,0.6814493822607413,0.6927826075485138,0.5664432226155508,0.4887863241576718,0.6579848556633336,0.6414280828610515,0.508580037519595,0.6996056849706175,0.0
25,0.0,0.0,0.35573122529644274,0.5555555555555556,0.0,0.3344481605351171,0.9565217391304349,0.0,0.0,0.0,0.0,0.0,0.3678929765886288,0.625,1.0,1.0,0.0,0.6832298136645963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.5430805274054702,0.592558762635489,0.7286251901673473,0.49127214170692435,0.49235769973360705,0.821806148948647,1.0,0.6005205560485064,0.5289277462717916,0.6556286190990284,0.6837292693859256,0.0,0.7391010078716986,0.6658227848101266,0.4444940671658129,0.5743704084841208,0.469402115662426,0.40198780391225153,0.5351847353790516,0.4946148999079056,0.5698888419867736,0.5004732828171363,0.5888570684717521,0.45434671297223894,0.5143994959042218,0.5644650956964266,0.36883336938495925,0.41790428526743817,0.0
27,0.4787453710814178,0.7155938240408509,0.7860806360586197,0.8492043943051383,0.6598922682473597,0.7942558746736293,1.0,0.4547225330515148,0.6630724719497566,0.6566745485303247,0.6857923934923407,0.0,0.6925575034191223,0.850745367045447,0.5755477352707459,0.5135697708152017,0.4375629735690378,0.5612253492317504,0.7478560469435548,0.3888544386422977,0.6578974653834916,0.6829692059591461,0.5058416347290632,0.49839821241202376,0.5172468813460981,0.6603039910481164,0.5522193211488251,0.7917992183874629,0.0
28,0.7141073155011279,0.5308958283096213,0.8867235763225878,0.6586797607620172,0.588166144200627,0.6020853209758756,0.7690021037226744,0.4626436781609195,0.5328809412861136,0.513528294283576,0.753968253968254,0.0,0.8717124488603156,1.0,0.48150615573202576,0.510586319218241,0.6313479623824452,0.6926933009266292,0.668615476279139,0.5372636262513905,0.7222133119486768,0.5691515752914909,0.627,0.4206258825673028,0.6104442970822281,0.6881460801328001,0.6284173650226679,0.6120520289953255,0.0
29,0.00161344405215093,0.0018023362952775193,0.002480228368196921,0.0016975360516319877,0.001964900173486308,0.0023344996176750004,0.0031001648500356767,0.0014368163465490504,0.0019631996304565404,0.002067403432497758,0.0018067496717178977,0.0,0.0019448432840479632,0.00241996773376355,0.001773673983071847,0.0022227926358388446,0.0011789401040917847,0.0013179923770170628,0.00202214877023397,0.0012270767099079106,0.0018255975492466072,0.001448778336914452,1.0,0.0012941830043046328,0.0018173457993037156,0.0019527012367107834,0.0016758941804069798,0.0020100551664775615,0.0
30,0.5961483458861665,0.6288952139995784,0.9282251229021867,0.6745134689389775,0.59939446366782,0.7827867806558632,0.7298859413046264,0.5557548579970104,0.5336072664359861,0.5971267715006795,0.7433888599687662,0.0,0.556465248731868,1.0,0.6255502200880352,0.747608799617408,0.5011219746754287,0.4691626650660264,0.5935514825832453,0.4917989417989418,0.6852110335659687,0.5037940379403794,0.39365799117957634,0.5506560083412981,0.6361674362577795,0.4643332115454878,0.45396825396825397,0.7466026410564226,0.0
31,0.7644181614441473,0.7816408491107286,0.8967476122105,0.7495432591561789,0.6587180611527567,0.7632021863387158,0.9143308987244314,0.6065340727991331,0.6489517830565599,0.6002759029698247,0.9280946126362787,0.0,0.7968775313568499,1.0,0.784324018063957,0.7978128157450096,0.5164134800069845,0.5177824700865317,0.8068433388353847,0.4335487796295413,0.7788993813090199,0.6259073969917344,0.5813138659421284,0.510162829271935,0.5928281025335912,0.5884629988053676,0.489437007763024,0.7178838342965048,0.0
32,0.6167447153048273,0.8421040147067544,0.688955934775127,0.8479018793089913,0.7183893004214039,0.7402560339204175,1.0,0.5993190460280337,0.709709911361805,0.7203520061762327,0.8193842338775937,0.0,0.7746114192700508,0.7563005190164214,0.5674766042017254,0.8617906066536204,0.5980462511168991,0.5621321261076434,0.8475991529460376,0.5232990910836919,0.6156151462291775,0.6501983917217036,0.4878535149906031,0.5563000062651793,0.6134897265354313,0.5882062870810425,0.4061040666970485,0.558191608864765,0.0
33,0.6819661458333334,0.6618122977346279,0.8290043290043291,0.7946635730858469,0.8027522935779817,0.86489898989899,1.0,0.5137481910274965,0.5997150997150997,0.7367668097281831,0.7121551081282625,0.0,0.6057971014492753,0.8355437665782494,0.634418324291742,0.737791932059448,0.6919789612097305,0.4758682904826342,0.7895738203957382,0.5432569974554707,0.5858501118568232,0.770065075921909,0.459030459030459,0.5059101654846336,0.7104913678618858,0.5964325529542921,0.3328677839851024,0.6601123595505619,0.0
34,0.536321155480034,0.5845802904175816,0.7622196261682243,0.4896523700766439,0.7701021719713308,0.747728302864173,1.0,0.6888103056327355,0.5605562820962648,0.6088142306222423,0.6013567070360744,0.0,0.5735656801661474,0.9263365646949555,0.5792268479184367,0.7761660096558444,0.5778464039008533,0.5490498442367601,0.6022484580293529,0.40275656002875626,0.701840960360941,0.6583368525420928,0.5000556297285269,0.5030499748167216,0.616582354454257,0.5686102516666135,0.5165978410490473,0.6717854989448296,0.0
35,0.6035140133129646,0.5433273324828817,0.7745535714285714,0.7302402088772846,0.6035140133129646,0.7123688117544668,1.0,0.4836656229471571,0.6503033997143403,0.6218282045975897,0.5807318935676954,0.0,0.6001192145273816,0.8799841842264927,0.5053658159970802,0.614895347344091,0.5535209418017211,0.5021233760105697,0.5634910526650958,0.4624286138870157,0.6473732584033325,0.6313202216478389,0.3480792121025956,0.45084545567574286,0.5323420513047454,0.5391962408065233,0.44340961449854094,0.7300818778676265,0.0
36,0.5990286022665947,0.6161009174311927,0.8236992365432733,0.9152565409446144,0.735033734337629,0.8478344356731384,0.9844036697247707,0.46188067861134785,0.6576834862385321,0.7430098309227205,0.8156441584416715,0.0,0.7149696220601292,1.0,0.8493849508372073,0.8033880401400599,0.6764744429882045,0.5702134176052123,0.7254259501965924,0.4474562135112594,0.7617083456643977,0.6892593019616886,0.4193200215866163,0.23605757091153945,0.4746433783187593,0.4203063474959466,0.6339388784251777,0.8090693515782926,0.0
37,0.9708029197080293,0.037254716086832874,0.0494728304947283,0.017103615082278756,0.04899171099839168,0.027528675703858186,0.02093878203420534,1.0,0.26874585268745854,0.022746562553047023,0.01942813237473245,0.0,0.03854014598540146,0.031543274244004174,0.13437292634372927,0.025673294739491568,0.02747555433135932,0.025515709298635354,0.04346878744961325,0.0,0.01770182263210805,1.0,0.0,0.0,0.0,0.0,0.021115745568300315,0.023840357899693902,0.0
38,0.5750000000000001,0.5750000000000001,0.9931818181818182,0.0,0.5750000000000001,0.60375,0.9931818181818182,0.0,0.8625,0.0,1.0,0.0,0.0,0.8625,0.0,0.8944444444444445,0.0,0.0,0.0,0.0,0.8625,0.8625,0.0,0.966,0.8625,0.0,0.0,0.0,0.0
