,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
148334,931488,2020-08-17,197684,Pernando BARRENA ARZA,Spain,GUE/NGL,Basque Country Unite
148335,932497,2020-08-17,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
148336,932226,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148337,932226,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148338,932226,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148339,932226,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148340,932226,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148341,932226,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148342,932226,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148343,932226,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148344,932226,2020-08-17,197400,Abir AL-SAHLANI,Sweden,RE,Centre Party
148345,932226,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148346,931626,2020-08-17,197684,Pernando BARRENA ARZA,Spain,GUE/NGL,Basque Country Unite
148347,931125,2020-08-17,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
148348,932254,2020-08-17,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
148349,931677,2020-08-17,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
148350,931115,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148351,931115,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148352,931115,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148353,931115,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148354,931115,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148355,931115,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148356,931115,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148357,931115,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148358,931115,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148359,932371,2020-08-17,197684,Pernando BARRENA ARZA,Spain,GUE/NGL,Basque Country Unite
148360,931960,2020-08-17,197684,Pernando BARRENA ARZA,Spain,GUE/NGL,Basque Country Unite
148361,932369,2020-08-17,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
148362,932611,2020-08-17,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
148363,931948,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148364,931948,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148365,931948,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148366,931948,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148367,931948,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148368,931948,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148369,931948,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148370,931948,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148371,931948,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148372,932429,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148373,932429,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148374,932429,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148375,932429,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148376,932429,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148377,932429,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148378,932429,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148379,932429,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148380,932429,2020-08-17,197400,Abir AL-SAHLANI,Sweden,RE,Centre Party
148381,932429,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148382,932636,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148383,932636,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148384,932636,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148385,932636,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148386,932636,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148387,932636,2020-08-17,197400,Abir AL-SAHLANI,Sweden,RE,Centre Party
148388,932636,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148389,931001,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148390,931001,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148391,931001,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148392,931001,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148393,931001,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148394,931001,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148395,931001,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148396,931001,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148397,931001,2020-08-17,197400,Abir AL-SAHLANI,Sweden,RE,Centre Party
148398,931001,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
148399,932177,2020-08-17,22858,Fabienne KELLER,France,RE,The Republic Forward
148400,932177,2020-08-17,134605,Ramona STRUGARIU,Romania,RE,Save Romania Party
148401,932177,2020-08-17,197463,Olivier CHASTEL,Belgium,RE,Reformist Movement
148402,932177,2020-08-17,197432,Jan-Christoph OETJEN,Germany,RE,Free Democratic Party
148403,932177,2020-08-17,125038,Maite PAGAZAURTUNDÚA,Spain,RE,Citizens - Party of the Citizenry
148404,932177,2020-08-17,197494,Nathalie LOISEAU,France,RE,The Republic Forward
148405,932177,2020-08-17,197781,Malik AZMANI,Netherlands,RE,People's Party for Freedom and Democracy
148406,932177,2020-08-17,197595,Anna Júlia DONÁTH,Hungary,RE,Momentum Movement
148407,932177,2020-08-17,197400,Abir AL-SAHLANI,Sweden,RE,Centre Party
148408,932177,2020-08-17,103746,Michal ŠIMEČKA,Slovakia,RE,Progressive Slovakia
