,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
235000,960189,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235001,960189,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235002,960189,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235003,962810,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235004,962652,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235005,962894,2020-12-03,197415,Niyazi KIZILYÜREK,Cyprus,GUE/NGL,Progressive Party of Working People
235006,962676,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235007,962410,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235008,962410,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235009,962410,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235010,962121,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235011,961623,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235012,963048,2020-12-03,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
235013,963500,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235014,960988,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235015,962815,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235016,960982,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235017,960982,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235018,960982,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235019,960470,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235020,962629,2020-12-03,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
235021,960952,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235022,960952,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235023,960952,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235024,960450,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235025,960450,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235026,960450,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235027,961241,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235028,961241,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235029,961241,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235030,962414,2020-12-03,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
235031,962812,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235032,961222,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235033,961222,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235034,961222,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235035,961518,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235036,961291,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235037,960260,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235038,962984,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235039,961274,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235040,961274,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235041,961274,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235042,960254,2020-12-03,197415,Niyazi KIZILYÜREK,Cyprus,GUE/NGL,Progressive Party of Working People
235043,963019,2020-12-03,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
235044,962367,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235045,962996,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235046,962996,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235047,962996,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235048,961141,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235049,960233,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235050,960645,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235051,962988,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235052,962988,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235053,962988,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235054,961132,2020-12-03,197415,Niyazi KIZILYÜREK,Cyprus,GUE/NGL,Progressive Party of Working People
235055,960627,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235056,960627,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235057,960627,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235058,962236,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235059,962605,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235060,960632,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235061,962635,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235062,962635,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235063,962635,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235064,960382,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235065,960777,2020-12-03,124712,Andrea BOCSKOR,Hungary,NI,Fidesz - Hungarian Civic Alliance
235066,960777,2020-12-03,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
235067,961231,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235068,961492,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235069,962971,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235070,962271,2020-12-03,197415,Niyazi KIZILYÜREK,Cyprus,GUE/NGL,Progressive Party of Working People
235071,962962,2020-12-03,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
235072,963042,2020-12-03,124712,Andrea BOCSKOR,Hungary,NI,Fidesz - Hungarian Civic Alliance
235073,960556,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235074,960595,2020-12-03,197513,Tomasz FRANKOWSKI,Poland,EPP,Civic Platform
235075,960595,2020-12-03,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
235076,960595,2020-12-03,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
235077,960550,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235078,962945,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235079,962211,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235080,960337,2020-12-03,197589,Laurence FARRENG,France,RE,The Republic Forward
235081,960461,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235082,961246,2020-12-03,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
235083,961807,2020-12-03,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
235084,963427,2020-12-03,124712,Andrea BOCSKOR,Hungary,NI,Fidesz - Hungarian Civic Alliance
