,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
48865,906287,2020-05-04,204413,Marcos ROS SEMPERE,Spain,S&D,Spanish Socialist Workers' Party
48866,906287,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48867,906287,2020-05-04,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
48868,905675,2020-05-04,197679,Isabel BENJUMEA BENJUMEA,Spain,EPP,People's Party
48869,905675,2020-05-04,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
48870,905675,2020-05-04,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
48871,905675,2020-05-04,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
48872,905675,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48873,905675,2020-05-04,197765,Peter POLLÁK,Slovakia,EPP,Ordinary People and Independent Personalities
48874,905675,2020-05-04,197636,Ioan-Rareş BOGDAN,Romania,EPP,National Liberal Party
48875,906228,2020-05-04,197679,Isabel BENJUMEA BENJUMEA,Spain,EPP,People's Party
48876,906228,2020-05-04,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
48877,906228,2020-05-04,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
48878,906228,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48879,906228,2020-05-04,197636,Ioan-Rareş BOGDAN,Romania,EPP,National Liberal Party
48880,906228,2020-05-04,197765,Peter POLLÁK,Slovakia,EPP,Ordinary People and Independent Personalities
48881,905136,2020-05-04,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
48882,905112,2020-05-04,197589,Laurence FARRENG,France,RE,The Republic Forward
48883,905112,2020-05-04,197543,Bernard GUETTA,France,RE,The Republic Forward
48884,905112,2020-05-04,197447,Irena JOVEVA,Slovenia,RE,List of Marjan Å arec 
48885,905112,2020-05-04,197668,Vlad-Marius BOTOŞ,Romania,RE,Save Romania Party
48886,905112,2020-05-04,197522,Radka MAXOVÁ,Czechia,RE,ANO 2011
48887,906283,2020-05-04,197682,Hannes HEIDE,Austria,S&D,Social Democratic Party of Austria
48888,906283,2020-05-04,197791,Massimiliano SMERIGLIO,Italy,S&D,Democratic Party
48889,906283,2020-05-04,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
48890,906283,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48891,906283,2020-05-04,197732,Manuel PIZARRO,Portugal,S&D,Socialist Party
48892,906283,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48893,905176,2020-05-04,197682,Hannes HEIDE,Austria,S&D,Social Democratic Party of Austria
48894,905176,2020-05-04,197791,Massimiliano SMERIGLIO,Italy,S&D,Democratic Party
48895,905176,2020-05-04,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
48896,905176,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48897,905176,2020-05-04,197732,Manuel PIZARRO,Portugal,S&D,Socialist Party
48898,905176,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48899,906105,2020-05-04,197532,Elżbieta KRUK,Poland,ECR,Law and Justice
48900,906105,2020-05-04,197849,Andrey SLABAKOV,Bulgaria,ECR,IMRO - Bulgarian National Movement
48901,905727,2020-05-04,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
48902,905727,2020-05-04,197699,Elena KOUNTOURA,Greece,GUE/NGL,Coalition of the Radical Left
48903,906257,2020-05-04,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
48904,905679,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48905,906022,2020-05-04,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
48906,905128,2020-05-04,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
48907,905128,2020-05-04,204413,Marcos ROS SEMPERE,Spain,S&D,Spanish Socialist Workers' Party
48908,905128,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48909,906072,2020-05-04,197589,Laurence FARRENG,France,RE,The Republic Forward
48910,906072,2020-05-04,197543,Bernard GUETTA,France,RE,The Republic Forward
48911,906072,2020-05-04,197447,Irena JOVEVA,Slovenia,RE,List of Marjan Å arec 
48912,906072,2020-05-04,197668,Vlad-Marius BOTOŞ,Romania,RE,Save Romania Party
48913,906072,2020-05-04,197522,Radka MAXOVÁ,Czechia,RE,ANO 2011
48914,906072,2020-05-04,96709,Morten LØKKEGAARD,Denmark,RE,Venstre
48915,905416,2020-05-04,197679,Isabel BENJUMEA BENJUMEA,Spain,EPP,People's Party
48916,905416,2020-05-04,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
48917,905416,2020-05-04,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
48918,905416,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48919,905416,2020-05-04,197765,Peter POLLÁK,Slovakia,EPP,Ordinary People and Independent Personalities
48920,905416,2020-05-04,197636,Ioan-Rareş BOGDAN,Romania,EPP,National Liberal Party
48921,905122,2020-05-04,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
48922,906084,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48923,905410,2020-05-04,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
48924,905410,2020-05-04,197699,Elena KOUNTOURA,Greece,GUE/NGL,Coalition of the Radical Left
48925,905534,2020-05-04,197682,Hannes HEIDE,Austria,S&D,Social Democratic Party of Austria
48926,905534,2020-05-04,197791,Massimiliano SMERIGLIO,Italy,S&D,Democratic Party
48927,905534,2020-05-04,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
48928,905534,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48929,905534,2020-05-04,197732,Manuel PIZARRO,Portugal,S&D,Socialist Party
48930,905534,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48931,906063,2020-05-04,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
48932,905530,2020-05-04,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
48933,905530,2020-05-04,124712,Andrea BOCSKOR,Hungary,NI,Fidesz - Hungarian Civic Alliance
48934,905426,2020-05-04,197679,Isabel BENJUMEA BENJUMEA,Spain,EPP,People's Party
48935,905426,2020-05-04,125067,Theodoros ZAGORAKIS,Greece,EPP,New Democracy
48936,905426,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48937,905060,2020-05-04,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
48938,905325,2020-05-04,197682,Hannes HEIDE,Austria,S&D,Social Democratic Party of Austria
48939,905325,2020-05-04,197791,Massimiliano SMERIGLIO,Italy,S&D,Democratic Party
48940,905325,2020-05-04,96837,Petra KAMMEREVERT,Germany,S&D,Social Democratic Party of Germany
48941,905325,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48942,905325,2020-05-04,197732,Manuel PIZARRO,Portugal,S&D,Socialist Party
48943,905325,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48944,905506,2020-05-04,197608,Gianantonio DA RE,Italy,ID,League
48945,905056,2020-05-04,197679,Isabel BENJUMEA BENJUMEA,Spain,EPP,People's Party
48946,905056,2020-05-04,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
48947,905056,2020-05-04,96933,Milan ZVER,Slovenia,EPP,Slovenian Democratic Party
48948,905056,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48949,905056,2020-05-04,197765,Peter POLLÁK,Slovakia,EPP,Ordinary People and Independent Personalities
48950,905056,2020-05-04,197636,Ioan-Rareş BOGDAN,Romania,EPP,National Liberal Party
48951,906262,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48952,905185,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48953,905820,2020-05-04,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
48954,905820,2020-05-04,197699,Elena KOUNTOURA,Greece,GUE/NGL,Coalition of the Radical Left
48955,905527,2020-05-04,130256,Dace MELBĀRDE,Latvia,ECR,National Alliance
48956,905673,2020-05-04,197608,Gianantonio DA RE,Italy,ID,League
48957,905805,2020-05-04,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
48958,905265,2020-05-04,185341,Željana ZOVKO,Croatia,EPP,Croatian Democratic Union
48959,905798,2020-05-04,197511,Salima YENBOU,France,Greens/EFA,Europe Ecology
48960,905274,2020-05-04,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
48961,905274,2020-05-04,204413,Marcos ROS SEMPERE,Spain,S&D,Spanish Socialist Workers' Party
48962,905274,2020-05-04,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
48963,905791,2020-05-04,197589,Laurence FARRENG,France,RE,The Republic Forward
48964,905791,2020-05-04,197543,Bernard GUETTA,France,RE,The Republic Forward
