,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
188420,942209,2020-10-01,204414,Margarita DE LA PISA CARRIÓN,Spain,ECR,Vox
188421,942232,2020-10-01,204414,Margarita DE LA PISA CARRIÓN,Spain,ECR,Vox
188422,942788,2020-10-01,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
188423,943504,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188424,942050,2020-10-01,204414,Margarita DE LA PISA CARRIÓN,Spain,ECR,Vox
188425,941691,2020-10-01,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
188426,941927,2020-10-01,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
188427,943320,2020-10-01,204414,Margarita DE LA PISA CARRIÓN,Spain,ECR,Vox
188428,942597,2020-10-01,197531,Gwendoline DELBOS-CORFIELD,France,Greens/EFA,Europe Ecology
188429,941944,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188430,943201,2020-10-01,197784,Susana SOLÍS PÉREZ,Spain,RE,Citizens - Party of the Citizenry
188431,943201,2020-10-01,197868,Samira RAFAELA,Netherlands,RE,Democrats 66
188432,943201,2020-10-01,197499,Chrysoula ZACHAROPOULOU,France,RE,The Republic Forward
188433,943201,2020-10-01,197547,Irène TOLLERET,France,RE,The Republic Forward
188434,943201,2020-10-01,197567,Karen MELCHIOR,Denmark,RE,Danish Social Liberal Party
188435,943201,2020-10-01,4344,María Soraya RODRÍGUEZ RAMOS,Spain,RE,Citizens - Party of the Citizenry
188436,943201,2020-10-01,197522,Radka MAXOVÁ,Czechia,RE,ANO 2011
188437,943201,2020-10-01,130100,Hilde VAUTMANS,Belgium,RE,Open Flemish Liberals and Democrats
188438,942783,2020-10-01,197784,Susana SOLÍS PÉREZ,Spain,RE,Citizens - Party of the Citizenry
188439,942783,2020-10-01,197868,Samira RAFAELA,Netherlands,RE,Democrats 66
188440,942783,2020-10-01,197499,Chrysoula ZACHAROPOULOU,France,RE,The Republic Forward
188441,942783,2020-10-01,197547,Irène TOLLERET,France,RE,The Republic Forward
188442,942783,2020-10-01,197567,Karen MELCHIOR,Denmark,RE,Danish Social Liberal Party
188443,942783,2020-10-01,4344,María Soraya RODRÍGUEZ RAMOS,Spain,RE,Citizens - Party of the Citizenry
188444,942783,2020-10-01,197522,Radka MAXOVÁ,Czechia,RE,ANO 2011
188445,942783,2020-10-01,130100,Hilde VAUTMANS,Belgium,RE,Open Flemish Liberals and Democrats
188446,941940,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188447,942615,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188448,942186,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188449,941958,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188450,942634,2020-10-01,197784,Susana SOLÍS PÉREZ,Spain,RE,Citizens - Party of the Citizenry
188451,942634,2020-10-01,197868,Samira RAFAELA,Netherlands,RE,Democrats 66
188452,942634,2020-10-01,197499,Chrysoula ZACHAROPOULOU,France,RE,The Republic Forward
188453,942634,2020-10-01,197547,Irène TOLLERET,France,RE,The Republic Forward
188454,942634,2020-10-01,197567,Karen MELCHIOR,Denmark,RE,Danish Social Liberal Party
188455,942634,2020-10-01,4344,María Soraya RODRÍGUEZ RAMOS,Spain,RE,Citizens - Party of the Citizenry
188456,942634,2020-10-01,197522,Radka MAXOVÁ,Czechia,RE,ANO 2011
188457,942634,2020-10-01,130100,Hilde VAUTMANS,Belgium,RE,Open Flemish Liberals and Democrats
188458,942183,2020-10-01,124877,Jadwiga WIŚNIEWSKA,Poland,ECR,Law and Justice
188459,942628,2020-10-01,197784,Susana SOLÍS PÉREZ,Spain,RE,Citizens - Party of the Citizenry
188460,942628,2020-10-01,197868,Samira RAFAELA,Netherlands,RE,Democrats 66
188461,942628,2020-10-01,197499,Chrysoula ZACHAROPOULOU,France,RE,The Republic Forward
188462,942628,2020-10-01,197547,Irène TOLLERET,France,RE,The Republic Forward
188463,942628,2020-10-01,197567,Karen MELCHIOR,Denmark,RE,Danish Social Liberal Party
