,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
750779,1161332,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750780,1155608,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750781,1159006,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750782,1156256,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750783,1157390,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750784,1160283,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750785,1154595,2022-09-01,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
750786,1158317,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750787,1160956,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750788,1158299,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750789,1155662,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750790,1154976,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750791,1158532,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750792,1157940,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750793,1156317,2022-09-01,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750794,1160274,2022-09-01,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
750795,1158510,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750796,1156973,2022-09-01,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
750797,1157536,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750798,1156062,2022-09-01,28297,Jacek SARYUSZ-WOLSKI,Poland,ECR,Law and Justice
750799,1154925,2022-09-05,197414,Loucas FOURLAS,Cyprus,EPP,Democratic Rally
750800,1154925,2022-09-05,124710,Michaela ŠOJDROVÁ,Czechia,EPP,Christian and Democratic Union - Czechoslovak People's Party
750801,1157122,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750802,1159897,2022-09-05,197849,Andrey SLABAKOV,Bulgaria,ECR,IMRO - Bulgarian National Movement
750803,1159897,2022-09-05,197532,Elżbieta KRUK,Poland,ECR,Law and Justice
750804,1159772,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750805,1159772,2022-09-05,197849,Andrey SLABAKOV,Bulgaria,ECR,IMRO - Bulgarian National Movement
750806,1159772,2022-09-05,197589,Laurence FARRENG,France,RE,The Republic Forward
750807,1159772,2022-09-05,197414,Loucas FOURLAS,Cyprus,EPP,Democratic Rally
750808,1159772,2022-09-05,197465,Niklas NIENAß,Germany,Greens/EFA,The Greens
750809,1159772,2022-09-05,197717,Ibán GARCÍA DEL BLANCO,Spain,S&D,Spanish Socialist Workers' Party
750810,1159772,2022-09-05,204413,Marcos ROS SEMPERE,Spain,S&D,Spanish Socialist Workers' Party
750811,1159772,2022-09-05,197418,Monica SEMEDO,Luxembourg,RE,Independent
750812,1159772,2022-09-05,197447,Irena JOVEVA,Slovenia,RE,List of Marjan Å arec 
750813,1159772,2022-09-05,197682,Hannes HEIDE,Austria,S&D,Social Democratic Party of Austria
750814,1159772,2022-09-05,193273,Romeo FRANZ,Germany,Greens/EFA,The Greens
750815,1159772,2022-09-05,197527,Anne-Sophie PELLETIER,France,GUE/NGL,Unbowed France
750816,1159772,2022-09-05,125237,Marco ZULLO,Italy,RE,Five Star Movement
750817,1154571,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750818,1156070,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750819,1158352,2022-09-05,197589,Laurence FARRENG,France,RE,The Republic Forward
750820,1159866,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750821,1156916,2022-09-05,197589,Laurence FARRENG,France,RE,The Republic Forward
750822,1159549,2022-09-05,88882,Victor NEGRESCU,Romania,S&D,Social Democratic Party
750823,1159549,2022-09-05,204413,Marcos ROS SEMPERE,Spain,S&D,Spanish Socialist Workers' Party
750824,1159549,2022-09-05,127096,Domènec RUIZ DEVESA,Spain,S&D,Spanish Socialist Workers' Party
750825,1159549,2022-09-05,96952,Sylvie GUILLAUME,France,S&D,Socialist Party
750826,1159549,2022-09-05,197791,Massimiliano SMERIGLIO,Italy,S&D,Democratic Party
750827,1159829,2022-09-05,197819,Alexis GEORGOULIS,Greece,GUE/NGL,Coalition of the Radical Left
750828,1157951,2022-09-05,197465,Niklas NIENAß,Germany,Greens/EFA,The Greens
