,AmendmentID,Date,OfficialMEPID,MEPName,MemberState,EPGroup,NationalParty
34750,887720,2020-03-02,113892,Eric ANDRIEU,France,S&D,Socialist Party
34751,890554,2020-03-02,197504,Jérémy DECERLE,France,RE,The Republic Forward
34752,890554,2020-03-02,197547,Irène TOLLERET,France,RE,The Republic Forward
34753,894914,2020-03-02,125045,Clara AGUILERA,Spain,S&D,Spanish Socialist Workers' Party
34754,894914,2020-03-02,96891,Paolo DE CASTRO,Italy,S&D,Democratic Party
34755,894914,2020-03-02,124846,Pina PICIERNO,Italy,S&D,Democratic Party
34756,894914,2020-03-02,197846,Ivo HRISTOV,Bulgaria,S&D,Bulgarian Socialist Party
34757,894914,2020-03-02,29579,Marc TARABELLA,Belgium,S&D,Socialist Party
34758,894914,2020-03-02,34578,Robert HAJŠEL,Slovakia,S&D,Direction - Slovak Social Democracy
34759,889926,2020-03-02,199996,Isabel CARVALHAIS,Portugal,S&D,Socialist Party
34760,882024,2020-03-02,24594,Anne SANDER,France,EPP,The Republicans
34761,893730,2020-03-02,125214,Bronis ROPĖ,Lithuania,Greens/EFA,Lithuanian Peasant and Greens Union
34762,895091,2020-03-02,197556,Ivan DAVID,Czechia,ID,Freedom and Direct Democracy
34763,886602,2020-03-02,197838,Juozas OLEKAS,Lithuania,S&D,Social Democratic Party of Lithuania
34764,890227,2020-03-02,198096,Mazaly AGUILAR,Spain,ECR,Vox
34765,883319,2020-03-02,113892,Eric ANDRIEU,France,S&D,Socialist Party
34766,886842,2020-03-02,197504,Jérémy DECERLE,France,RE,The Republic Forward
34767,886842,2020-03-02,197547,Irène TOLLERET,France,RE,The Republic Forward
34768,890455,2020-03-02,24594,Anne SANDER,France,EPP,The Republicans
34769,886043,2020-03-02,197504,Jérémy DECERLE,France,RE,The Republic Forward
34770,886043,2020-03-02,197547,Irène TOLLERET,France,RE,The Republic Forward
34771,888961,2020-03-02,24594,Anne SANDER,France,EPP,The Republicans
34772,892494,2020-03-02,197556,Ivan DAVID,Czechia,ID,Freedom and Direct Democracy
34773,890440,2020-03-02,199996,Isabel CARVALHAIS,Portugal,S&D,Socialist Party
34774,882046,2020-03-02,125045,Clara AGUILERA,Spain,S&D,Spanish Socialist Workers' Party
34775,882046,2020-03-02,96891,Paolo DE CASTRO,Italy,S&D,Democratic Party
34776,882046,2020-03-02,199996,Isabel CARVALHAIS,Portugal,S&D,Socialist Party
34777,882046,2020-03-02,124846,Pina PICIERNO,Italy,S&D,Democratic Party
34778,882046,2020-03-02,197846,Ivo HRISTOV,Bulgaria,S&D,Bulgarian Socialist Party
34779,882046,2020-03-02,29579,Marc TARABELLA,Belgium,S&D,Socialist Party
34780,882046,2020-03-02,34578,Robert HAJŠEL,Slovakia,S&D,Direction - Slovak Social Democracy
34781,884579,2020-03-02,28389,Zbigniew KUŹMIUK,Poland,ECR,Law and Justice
34782,884579,2020-03-02,197518,Krzysztof JURGIEL,Poland,ECR,Law and Justice
34783,884600,2020-03-02,28389,Zbigniew KUŹMIUK,Poland,ECR,Law and Justice
34784,884600,2020-03-02,197518,Krzysztof JURGIEL,Poland,ECR,Law and Justice
34785,888107,2020-03-02,96891,Paolo DE CASTRO,Italy,S&D,Democratic Party
34786,888107,2020-03-02,124846,Pina PICIERNO,Italy,S&D,Democratic Party
34787,895212,2020-03-02,199996,Isabel CARVALHAIS,Portugal,S&D,Socialist Party
34788,895212,2020-03-02,125045,Clara AGUILERA,Spain,S&D,Spanish Socialist Workers' Party
34789,889618,2020-03-02,197547,Irène TOLLERET,France,RE,The Republic Forward
34790,889618,2020-03-02,197504,Jérémy DECERLE,France,RE,The Republic Forward
34791,892955,2020-03-02,125012,Daniel BUDA,Romania,EPP,National Liberal Party
34792,895292,2020-03-02,197556,Ivan DAVID,Czechia,ID,Freedom and Direct Democracy
34793,889047,2020-03-02,198096,Mazaly AGUILAR,Spain,ECR,Vox
34794,884926,2020-03-02,197746,Álvaro AMARO,Portugal,EPP,Social Democratic Party
34795,893453,2020-03-02,197504,Jérémy DECERLE,France,RE,The Republic Forward
34796,893453,2020-03-02,124862,Ulrike MÜLLER,Germany,RE,Free Voters
34797,890187,2020-03-02,28389,Zbigniew KUŹMIUK,Poland,ECR,Law and Justice
34798,890187,2020-03-02,197518,Krzysztof JURGIEL,Poland,ECR,Law and Justice
34799,884986,2020-03-02,197743,Petros KOKKALIS,Greece,GUE/NGL,Coalition of the Radical Left
34800,890609,2020-03-02,197656,Simone SCHMIEDTBAUER,Austria,EPP,Austrian People's Party
34801,889947,2020-03-02,197746,Álvaro AMARO,Portugal,EPP,Social Democratic Party
34802,888906,2020-03-02,197556,Ivan DAVID,Czechia,ID,Freedom and Direct Democracy
34803,884971,2020-03-02,125214,Bronis ROPĖ,Lithuania,Greens/EFA,Lithuanian Peasant and Greens Union
34804,887752,2020-03-02,125045,Clara AGUILERA,Spain,S&D,Spanish Socialist Workers' Party
34805,887752,2020-03-02,96891,Paolo DE CASTRO,Italy,S&D,Democratic Party
34806,887752,2020-03-02,124846,Pina PICIERNO,Italy,S&D,Democratic Party
34807,887752,2020-03-02,29579,Marc TARABELLA,Belgium,S&D,Socialist Party
34808,887752,2020-03-02,197846,Ivo HRISTOV,Bulgaria,S&D,Bulgarian Socialist Party
